measurement_pk,condition_pk,condition_label,setup_date,experiment_location
TRAMEA009882,TRACON018182,maintenance,,
TRAMEA009883,TRACON018301,test,,
TRAMEA009883,TRACON018182,maintenance,,
TRAMEA009884,TRACON018301,test,,
TRAMEA009884,TRACON018182,maintenance,,
TRAMEA009885,TRACON018301,test,,
TRAMEA009885,TRACON018182,maintenance,,
TRAMEA009886,TRACON018301,test,,
TRAMEA009886,TRACON018182,maintenance,,
TRAMEA009887,TRACON018361,test,,
TRAMEA009887,TRACON018182,maintenance,,
TRAMEA009888,TRACON018361,test,,
TRAMEA009888,TRACON018182,maintenance,,
TRAMEA009889,TRACON018361,test,,
TRAMEA009889,TRACON018182,maintenance,,
TRAMEA009890,TRACON018361,test,,
TRAMEA009890,TRACON018182,maintenance,,
TRAMEA009891,TRACON018361,test,,
TRAMEA009891,TRACON018182,maintenance,,
TRAMEA009892,TRACON018361,test,,
TRAMEA009892,TRACON018182,maintenance,,
TRAMEA009893,TRACON018361,test,,
TRAMEA009893,TRACON018182,maintenance,,
TRAMEA009894,TRACON018361,test,,
TRAMEA009894,TRACON018182,maintenance,,
TRAMEA009895,TRACON018361,test,,
TRAMEA009895,TRACON018182,maintenance,,
TRAMEA009896,TRACON018361,test,,
TRAMEA009896,TRACON018182,maintenance,,
TRAMEA009897,TRACON018361,test,,
TRAMEA009897,TRACON018182,maintenance,,
TRAMEA009898,TRACON018361,test,,
TRAMEA009898,TRACON018182,maintenance,,
TRAMEA009899,TRACON018361,test,,
TRAMEA009899,TRACON018182,maintenance,,
TRAMEA009900,TRACON018387,test,,
TRAMEA009900,TRACON018182,maintenance,,
TRAMEA009901,TRACON018387,test,,
TRAMEA009901,TRACON018182,maintenance,,
TRAMEA009902,TRACON018387,test,,
TRAMEA009902,TRACON018182,maintenance,,
TRAMEA009903,TRACON018387,test,,
TRAMEA009903,TRACON018182,maintenance,,
TRAMEA009904,TRACON018387,test,,
TRAMEA009904,TRACON018182,maintenance,,
TRAMEA009905,TRACON018387,test,,
TRAMEA009905,TRACON018182,maintenance,,
TRAMEA009906,TRACON018387,test,,
TRAMEA009906,TRACON018182,maintenance,,
TRAMEA009907,TRACON018387,test,,
TRAMEA009907,TRACON018182,maintenance,,
TRAMEA009908,TRACON018387,test,,
TRAMEA009908,TRACON018182,maintenance,,
TRAMEA009909,TRACON018387,test,,
TRAMEA009909,TRACON018182,maintenance,,
TRAMEA009910,TRACON018387,test,,
TRAMEA009910,TRACON018182,maintenance,,
TRAMEA009911,TRACON018387,test,,
TRAMEA009911,TRACON018182,maintenance,,
TRAMEA009912,TRACON018387,test,,
TRAMEA009912,TRACON018182,maintenance,,
TRAMEA009913,TRACON018387,test,,
TRAMEA009913,TRACON018182,maintenance,,
TRAMEA009914,TRACON018387,test,,
TRAMEA009914,TRACON018182,maintenance,,
TRAMEA009915,TRACON018387,test,,
TRAMEA009915,TRACON018182,maintenance,,
TRAMEA009916,TRACON018387,test,,
TRAMEA009916,TRACON018182,maintenance,,
TRAMEA009917,TRACON018387,test,,
TRAMEA009917,TRACON018182,maintenance,,
TRAMEA009918,TRACON018387,test,,
TRAMEA009918,TRACON018182,maintenance,,
TRAMEA009919,TRACON018387,test,,
TRAMEA009919,TRACON018182,maintenance,,
TRAMEA009920,TRACON018387,test,,
TRAMEA009920,TRACON018182,maintenance,,
TRAMEA009921,TRACON018387,test,,
TRAMEA009921,TRACON018182,maintenance,,
TRAMEA009922,TRACON018387,test,,
TRAMEA009922,TRACON018182,maintenance,,
TRAMEA009923,TRACON018387,test,,
TRAMEA009923,TRACON018182,maintenance,,
TRAMEA009924,TRACON018387,test,,
TRAMEA009924,TRACON018182,maintenance,,
TRAMEA009925,TRACON018387,test,,
TRAMEA009925,TRACON018182,maintenance,,
TRAMEA009926,TRACON018387,test,,
TRAMEA009926,TRACON018182,maintenance,,
TRAMEA009927,TRACON018387,test,,
TRAMEA009927,TRACON018182,maintenance,,
TRAMEA009928,TRACON018387,test,,
TRAMEA009928,TRACON018182,maintenance,,
TRAMEA009929,TRACON018387,test,,
TRAMEA009929,TRACON018182,maintenance,,
TRAMEA009930,TRACON018447,test,,
TRAMEA009930,TRACON018182,maintenance,,
TRAMEA009931,TRACON018447,test,,
TRAMEA009931,TRACON018182,maintenance,,
TRAMEA009932,TRACON018447,test,,
TRAMEA009932,TRACON018182,maintenance,,
TRAMEA009933,TRACON018447,test,,
TRAMEA009933,TRACON018182,maintenance,,
TRAMEA009934,TRACON018447,test,,
TRAMEA009934,TRACON018182,maintenance,,
TRAMEA009935,TRACON018447,test,,
TRAMEA009935,TRACON018182,maintenance,,
TRAMEA009936,TRACON018447,test,,
TRAMEA009936,TRACON018182,maintenance,,
TRAMEA009937,TRACON018447,test,,
TRAMEA009937,TRACON018182,maintenance,,
TRAMEA009938,TRACON018447,test,,
TRAMEA009938,TRACON018182,maintenance,,
TRAMEA009939,TRACON018447,test,,
TRAMEA009939,TRACON018182,maintenance,,
TRAMEA009940,TRACON018447,test,,
TRAMEA009940,TRACON018182,maintenance,,
TRAMEA009941,TRACON018447,test,,
TRAMEA009941,TRACON018182,maintenance,,
TRAMEA009942,TRACON018447,test,,
TRAMEA009942,TRACON018182,maintenance,,
TRAMEA009943,TRACON018447,test,,
TRAMEA009943,TRACON018182,maintenance,,
TRAMEA009944,TRACON018447,test,,
TRAMEA009944,TRACON018182,maintenance,,
TRAMEA009945,TRACON018447,test,,
TRAMEA009945,TRACON018182,maintenance,,
TRAMEA009946,TRACON018447,test,,
TRAMEA009946,TRACON018182,maintenance,,
TRAMEA009947,TRACON018447,test,,
TRAMEA009947,TRACON018182,maintenance,,
TRAMEA009948,TRACON018447,test,,
TRAMEA009948,TRACON018182,maintenance,,
TRAMEA009949,TRACON018447,test,,
TRAMEA009949,TRACON018182,maintenance,,
TRAMEA009950,TRACON018447,test,,
TRAMEA009950,TRACON018182,maintenance,,
TRAMEA009951,TRACON018489,test,,
TRAMEA009951,TRACON018490,maintenance,,
TRAMEA009952,TRACON018489,test,,
TRAMEA009952,TRACON018490,maintenance,,
TRAMEA009953,TRACON018489,test,,
TRAMEA009953,TRACON018490,maintenance,,
TRAMEA009954,TRACON018489,test,,
TRAMEA009954,TRACON018490,maintenance,,
TRAMEA009955,TRACON018489,test,,
TRAMEA009955,TRACON018490,maintenance,,
TRAMEA009956,TRACON018489,test,,
TRAMEA009956,TRACON018490,maintenance,,
TRAMEA009957,TRACON018489,test,,
TRAMEA009957,TRACON018490,maintenance,,
TRAMEA009958,TRACON018489,test,,
TRAMEA009958,TRACON018490,maintenance,,
TRAMEA009959,TRACON018489,test,,
TRAMEA009959,TRACON018490,maintenance,,
TRAMEA009960,TRACON018489,test,,
TRAMEA009960,TRACON018490,maintenance,,
TRAMEA009961,TRACON018489,test,,
TRAMEA009961,TRACON018490,maintenance,,
TRAMEA009962,TRACON018489,test,,
TRAMEA009962,TRACON018490,maintenance,,
TRAMEA009963,TRACON018489,test,,
TRAMEA009963,TRACON018490,maintenance,,
TRAMEA009964,TRACON018489,test,,
TRAMEA009964,TRACON018490,maintenance,,
TRAMEA009965,TRACON018489,test,,
TRAMEA009965,TRACON018490,maintenance,,
TRAMEA009966,TRACON018489,test,,
TRAMEA009966,TRACON018490,maintenance,,
TRAMEA009967,TRACON018489,test,,
TRAMEA009967,TRACON018490,maintenance,,
TRAMEA009968,TRACON018489,test,,
TRAMEA009968,TRACON018490,maintenance,,
TRAMEA009969,TRACON018489,test,,
TRAMEA009969,TRACON018490,maintenance,,
TRAMEA009970,TRACON018489,test,,
TRAMEA009970,TRACON018490,maintenance,,
TRAMEA009971,TRACON018489,test,,
TRAMEA009971,TRACON018490,maintenance,,
TRAMEA009972,TRACON018489,test,,
TRAMEA009972,TRACON018490,maintenance,,
TRAMEA009973,TRACON018489,test,,
TRAMEA009973,TRACON018490,maintenance,,
TRAMEA009974,TRACON018489,test,,
TRAMEA009974,TRACON018490,maintenance,,
TRAMEA009975,TRACON018489,test,,
TRAMEA009975,TRACON018490,maintenance,,
TRAMEA009976,TRACON018489,test,,
TRAMEA009976,TRACON018490,maintenance,,
TRAMEA009977,TRACON018489,test,,
TRAMEA009977,TRACON018490,maintenance,,
TRAMEA009978,TRACON018489,test,,
TRAMEA009978,TRACON018490,maintenance,,
TRAMEA009979,TRACON018489,test,,
TRAMEA009979,TRACON018490,maintenance,,
TRAMEA009980,TRACON018489,test,,
TRAMEA009980,TRACON018490,maintenance,,
TRAMEA009981,TRACON018489,test,,
TRAMEA009981,TRACON018490,maintenance,,
TRAMEA009982,TRACON018489,test,,
TRAMEA009982,TRACON018490,maintenance,,
TRAMEA009983,TRACON018489,test,,
TRAMEA009983,TRACON018490,maintenance,,
TRAMEA009984,TRACON018489,test,,
TRAMEA009984,TRACON018490,maintenance,,
TRAMEA009985,TRACON018489,test,,
TRAMEA009985,TRACON018490,maintenance,,
TRAMEA009986,TRACON018489,test,,
TRAMEA009986,TRACON018490,maintenance,,
TRAMEA009987,TRACON018489,test,,
TRAMEA009987,TRACON018490,maintenance,,
TRAMEA009988,TRACON018489,test,,
TRAMEA009988,TRACON018490,maintenance,,
TRAMEA009989,TRACON018489,test,,
TRAMEA009989,TRACON018490,maintenance,,
TRAMEA009990,TRACON018489,test,,
TRAMEA009990,TRACON018490,maintenance,,
TRAMEA009991,TRACON018489,test,,
TRAMEA009991,TRACON018490,maintenance,,
TRAMEA009992,TRACON018489,test,,
TRAMEA009992,TRACON018490,maintenance,,
TRAMEA009993,TRACON018489,test,,
TRAMEA009993,TRACON018490,maintenance,,
TRAMEA009994,TRACON018489,test,,
TRAMEA009994,TRACON018490,maintenance,,
TRAMEA009995,TRACON018489,test,,
TRAMEA009995,TRACON018490,maintenance,,
TRAMEA009996,TRACON018489,test,,
TRAMEA009996,TRACON018490,maintenance,,
TRAMEA009997,TRACON018489,test,,
TRAMEA009997,TRACON018490,maintenance,,
TRAMEA009998,TRACON018489,test,,
TRAMEA009998,TRACON018490,maintenance,,
TRAMEA009999,TRACON018489,test,,
TRAMEA009999,TRACON018490,maintenance,,
TRAMEA010000,TRACON018489,test,,
TRAMEA010000,TRACON018490,maintenance,,
TRAMEA010001,TRACON018489,test,,
TRAMEA010001,TRACON018590,maintenance,,
TRAMEA010002,TRACON018489,test,,
TRAMEA010002,TRACON018590,maintenance,,
TRAMEA010003,TRACON018489,test,,
TRAMEA010003,TRACON018590,maintenance,,
TRAMEA010004,TRACON018489,test,,
TRAMEA010004,TRACON018590,maintenance,,
TRAMEA010005,TRACON018489,test,,
TRAMEA010005,TRACON018590,maintenance,,
TRAMEA010006,TRACON018489,test,,
TRAMEA010006,TRACON018590,maintenance,,
TRAMEA010007,TRACON018489,test,,
TRAMEA010007,TRACON018590,maintenance,,
TRAMEA010008,TRACON018489,test,,
TRAMEA010008,TRACON018590,maintenance,,
TRAMEA010009,TRACON018489,test,,
TRAMEA010009,TRACON018590,maintenance,,
TRAMEA010010,TRACON018489,test,,
TRAMEA010010,TRACON018590,maintenance,,
TRAMEA010011,TRACON018489,test,,
TRAMEA010011,TRACON018590,maintenance,,
TRAMEA010012,TRACON018489,test,,
TRAMEA010012,TRACON018590,maintenance,,
TRAMEA010013,TRACON018489,test,,
TRAMEA010013,TRACON018590,maintenance,,
TRAMEA010014,TRACON018489,test,,
TRAMEA010014,TRACON018590,maintenance,,
TRAMEA010015,TRACON018489,test,,
TRAMEA010015,TRACON018590,maintenance,,
TRAMEA010016,TRACON018489,test,,
TRAMEA010016,TRACON018590,maintenance,,
TRAMEA010017,TRACON018489,test,,
TRAMEA010017,TRACON018590,maintenance,,
TRAMEA010018,TRACON018489,test,,
TRAMEA010018,TRACON018590,maintenance,,
TRAMEA010019,TRACON018489,test,,
TRAMEA010019,TRACON018590,maintenance,,
TRAMEA010020,TRACON018489,test,,
TRAMEA010020,TRACON018590,maintenance,,
TRAMEA010021,TRACON018489,test,,
TRAMEA010021,TRACON018590,maintenance,,
TRAMEA010022,TRACON018489,test,,
TRAMEA010022,TRACON018590,maintenance,,
TRAMEA010023,TRACON018489,test,,
TRAMEA010023,TRACON018590,maintenance,,
TRAMEA010024,TRACON018489,test,,
TRAMEA010024,TRACON018590,maintenance,,
TRAMEA010025,TRACON018489,test,,
TRAMEA010025,TRACON018590,maintenance,,
TRAMEA010026,TRACON018489,test,,
TRAMEA010026,TRACON018590,maintenance,,
TRAMEA010027,TRACON018489,test,,
TRAMEA010027,TRACON018590,maintenance,,
TRAMEA010028,TRACON018489,test,,
TRAMEA010028,TRACON018590,maintenance,,
TRAMEA010029,TRACON018489,test,,
TRAMEA010029,TRACON018590,maintenance,,
TRAMEA010030,TRACON018489,test,,
TRAMEA010030,TRACON018590,maintenance,,
TRAMEA010031,TRACON018489,test,,
TRAMEA010031,TRACON018590,maintenance,,
TRAMEA010032,TRACON018489,test,,
TRAMEA010032,TRACON018590,maintenance,,
TRAMEA010033,TRACON018489,test,,
TRAMEA010033,TRACON018590,maintenance,,
TRAMEA010034,TRACON018489,test,,
TRAMEA010034,TRACON018590,maintenance,,
TRAMEA010035,TRACON018489,test,,
TRAMEA010035,TRACON018590,maintenance,,
TRAMEA010036,TRACON018489,test,,
TRAMEA010036,TRACON018590,maintenance,,
TRAMEA010037,TRACON018489,test,,
TRAMEA010037,TRACON018590,maintenance,,
TRAMEA010038,TRACON018489,test,,
TRAMEA010038,TRACON018590,maintenance,,
TRAMEA010039,TRACON018489,test,,
TRAMEA010039,TRACON018590,maintenance,,
TRAMEA010040,TRACON018489,test,,
TRAMEA010040,TRACON018590,maintenance,,
TRAMEA010041,TRACON018669,test,,
TRAMEA010041,TRACON018670,maintenance,,
TRAMEA010042,TRACON018669,test,,
TRAMEA010042,TRACON018670,maintenance,,
TRAMEA010043,TRACON018669,test,,
TRAMEA010043,TRACON018670,maintenance,,
TRAMEA010044,TRACON018669,test,,
TRAMEA010044,TRACON018670,maintenance,,
TRAMEA010045,TRACON018669,test,,
TRAMEA010045,TRACON018670,maintenance,,
TRAMEA010046,TRACON018669,test,,
TRAMEA010046,TRACON018670,maintenance,,
TRAMEA010047,TRACON018669,test,,
TRAMEA010047,TRACON018670,maintenance,,
TRAMEA010048,TRACON018669,test,,
TRAMEA010048,TRACON018670,maintenance,,
TRAMEA010049,TRACON018669,test,,
TRAMEA010049,TRACON018670,maintenance,,
TRAMEA010050,TRACON018669,test,,
TRAMEA010050,TRACON018670,maintenance,,
TRAMEA010051,TRACON018669,test,,
TRAMEA010051,TRACON018670,maintenance,,
TRAMEA010052,TRACON018669,test,,
TRAMEA010052,TRACON018670,maintenance,,
TRAMEA010053,TRACON018669,test,,
TRAMEA010053,TRACON018670,maintenance,,
TRAMEA010054,TRACON018669,test,,
TRAMEA010054,TRACON018670,maintenance,,
TRAMEA010055,TRACON018669,test,,
TRAMEA010055,TRACON018670,maintenance,,
TRAMEA010056,TRACON018669,test,,
TRAMEA010056,TRACON018670,maintenance,,
TRAMEA010057,TRACON018669,test,,
TRAMEA010057,TRACON018670,maintenance,,
TRAMEA010058,TRACON018669,test,,
TRAMEA010058,TRACON018670,maintenance,,
TRAMEA010059,TRACON018669,test,,
TRAMEA010059,TRACON018670,maintenance,,
TRAMEA010060,TRACON018669,test,,
TRAMEA010060,TRACON018670,maintenance,,
TRAMEA010061,TRACON018669,test,,
TRAMEA010061,TRACON018670,maintenance,,
TRAMEA010062,TRACON018669,test,,
TRAMEA010062,TRACON018670,maintenance,,
TRAMEA010063,TRACON018669,test,,
TRAMEA010063,TRACON018670,maintenance,,
TRAMEA010064,TRACON018669,test,,
TRAMEA010064,TRACON018670,maintenance,,
TRAMEA010065,TRACON018669,test,,
TRAMEA010065,TRACON018670,maintenance,,
TRAMEA010066,TRACON018669,test,,
TRAMEA010066,TRACON018670,maintenance,,
TRAMEA010067,TRACON018669,test,,
TRAMEA010067,TRACON018670,maintenance,,
TRAMEA010068,TRACON018669,test,,
TRAMEA010068,TRACON018670,maintenance,,
TRAMEA010069,TRACON018669,test,,
TRAMEA010069,TRACON018670,maintenance,,
TRAMEA010070,TRACON018669,test,,
TRAMEA010070,TRACON018670,maintenance,,
TRAMEA010071,TRACON018669,test,,
TRAMEA010071,TRACON018670,maintenance,,
TRAMEA010072,TRACON018669,test,,
TRAMEA010072,TRACON018670,maintenance,,
TRAMEA010073,TRACON018669,test,,
TRAMEA010073,TRACON018670,maintenance,,
TRAMEA010074,TRACON018669,test,,
TRAMEA010074,TRACON018670,maintenance,,
TRAMEA010075,TRACON018669,test,,
TRAMEA010075,TRACON018670,maintenance,,
TRAMEA010076,TRACON018669,test,,
TRAMEA010076,TRACON018670,maintenance,,
TRAMEA010077,TRACON018669,test,,
TRAMEA010077,TRACON018670,maintenance,,
TRAMEA010078,TRACON018669,test,,
TRAMEA010078,TRACON018670,maintenance,,
TRAMEA010079,TRACON018669,test,,
TRAMEA010079,TRACON018670,maintenance,,
TRAMEA010080,TRACON018669,test,,
TRAMEA010080,TRACON018670,maintenance,,
TRAMEA010081,TRACON018669,test,,
TRAMEA010081,TRACON018670,maintenance,,
TRAMEA010082,TRACON018669,test,,
TRAMEA010082,TRACON018670,maintenance,,
TRAMEA010083,TRACON018669,test,,
TRAMEA010083,TRACON018670,maintenance,,
TRAMEA010084,TRACON018669,test,,
TRAMEA010084,TRACON018670,maintenance,,
TRAMEA010085,TRACON018669,test,,
TRAMEA010085,TRACON018670,maintenance,,
TRAMEA010086,TRACON018669,test,,
TRAMEA010086,TRACON018670,maintenance,,
TRAMEA010087,TRACON018669,test,,
TRAMEA010087,TRACON018670,maintenance,,
TRAMEA010088,TRACON018669,test,,
TRAMEA010088,TRACON018670,maintenance,,
TRAMEA010089,TRACON018669,test,,
TRAMEA010089,TRACON018670,maintenance,,
TRAMEA010090,TRACON018669,test,,
TRAMEA010090,TRACON018670,maintenance,,
TRAMEA010091,TRACON018669,test,,
TRAMEA010091,TRACON018670,maintenance,,
TRAMEA010092,TRACON018669,test,,
TRAMEA010092,TRACON018670,maintenance,,
TRAMEA010093,TRACON018669,test,,
TRAMEA010093,TRACON018670,maintenance,,
TRAMEA010094,TRACON018669,test,,
TRAMEA010094,TRACON018670,maintenance,,
TRAMEA010095,TRACON018669,test,,
TRAMEA010095,TRACON018670,maintenance,,
TRAMEA010096,TRACON018669,test,,
TRAMEA010096,TRACON018670,maintenance,,
TRAMEA010097,TRACON018669,test,,
TRAMEA010097,TRACON018670,maintenance,,
TRAMEA010098,TRACON018669,test,,
TRAMEA010098,TRACON018670,maintenance,,
TRAMEA010099,TRACON018669,test,,
TRAMEA010099,TRACON018670,maintenance,,
TRAMEA010100,TRACON018669,test,,
TRAMEA010100,TRACON018670,maintenance,,
TRAMEA010101,TRACON018669,test,,
TRAMEA010101,TRACON018670,maintenance,,
TRAMEA010102,TRACON018669,test,,
TRAMEA010102,TRACON018670,maintenance,,
TRAMEA010103,TRACON018669,test,,
TRAMEA010103,TRACON018670,maintenance,,
TRAMEA010104,TRACON018669,test,,
TRAMEA010104,TRACON018670,maintenance,,
TRAMEA010105,TRACON018669,test,,
TRAMEA010105,TRACON018670,maintenance,,
TRAMEA010106,TRACON018669,test,,
TRAMEA010106,TRACON018670,maintenance,,
TRAMEA010107,TRACON018669,test,,
TRAMEA010107,TRACON018670,maintenance,,
TRAMEA010108,TRACON018669,test,,
TRAMEA010108,TRACON018670,maintenance,,
TRAMEA010109,TRACON018669,test,,
TRAMEA010109,TRACON018670,maintenance,,
TRAMEA010110,TRACON018669,test,,
TRAMEA010110,TRACON018670,maintenance,,
TRAMEA010111,TRACON018669,test,,
TRAMEA010111,TRACON018670,maintenance,,
TRAMEA010112,TRACON018669,test,,
TRAMEA010112,TRACON018670,maintenance,,
TRAMEA010113,TRACON018669,test,,
TRAMEA010113,TRACON018670,maintenance,,
TRAMEA010114,TRACON018669,test,,
TRAMEA010114,TRACON018670,maintenance,,
TRAMEA010115,TRACON018669,test,,
TRAMEA010115,TRACON018670,maintenance,,
TRAMEA010116,TRACON018669,test,,
TRAMEA010116,TRACON018670,maintenance,,
TRAMEA010117,TRACON018669,test,,
TRAMEA010117,TRACON018670,maintenance,,
TRAMEA010118,TRACON018669,test,,
TRAMEA010118,TRACON018670,maintenance,,
TRAMEA010119,TRACON018669,test,,
TRAMEA010119,TRACON018670,maintenance,,
TRAMEA010120,TRACON018669,test,,
TRAMEA010120,TRACON018670,maintenance,,
TRAMEA010121,TRACON018669,test,,
TRAMEA010121,TRACON018670,maintenance,,
TRAMEA010122,TRACON018669,test,,
TRAMEA010122,TRACON018670,maintenance,,
TRAMEA010123,TRACON018669,test,,
TRAMEA010123,TRACON018670,maintenance,,
TRAMEA010124,TRACON018669,test,,
TRAMEA010124,TRACON018670,maintenance,,
TRAMEA010125,TRACON018669,test,,
TRAMEA010125,TRACON018670,maintenance,,
TRAMEA010126,TRACON018669,test,,
TRAMEA010126,TRACON018670,maintenance,,
TRAMEA010127,TRACON018669,test,,
TRAMEA010127,TRACON018670,maintenance,,
TRAMEA010128,TRACON018669,test,,
TRAMEA010128,TRACON018670,maintenance,,
TRAMEA010129,TRACON018669,test,,
TRAMEA010129,TRACON018670,maintenance,,
TRAMEA010130,TRACON018669,test,,
TRAMEA010130,TRACON018670,maintenance,,
TRAMEA010131,TRACON018669,test,,
TRAMEA010131,TRACON018670,maintenance,,
TRAMEA010132,TRACON018669,test,,
TRAMEA010132,TRACON018670,maintenance,,
TRAMEA010133,TRACON018669,test,,
TRAMEA010133,TRACON018670,maintenance,,
TRAMEA010134,TRACON018669,test,,
TRAMEA010134,TRACON018670,maintenance,,
TRAMEA010135,TRACON018669,test,,
TRAMEA010135,TRACON018670,maintenance,,
TRAMEA010136,TRACON018669,test,,
TRAMEA010136,TRACON018670,maintenance,,
TRAMEA010137,TRACON018669,test,,
TRAMEA010137,TRACON018670,maintenance,,
TRAMEA010138,TRACON018669,test,,
TRAMEA010138,TRACON018670,maintenance,,
TRAMEA010139,TRACON018669,test,,
TRAMEA010139,TRACON018670,maintenance,,
TRAMEA010140,TRACON018669,test,,
TRAMEA010140,TRACON018670,maintenance,,
TRAMEA010141,TRACON018669,test,,
TRAMEA010141,TRACON018670,maintenance,,
TRAMEA010142,TRACON018669,test,,
TRAMEA010142,TRACON018670,maintenance,,
TRAMEA010143,TRACON018669,test,,
TRAMEA010143,TRACON018670,maintenance,,
TRAMEA010144,TRACON018669,test,,
TRAMEA010144,TRACON018670,maintenance,,
TRAMEA010145,TRACON018669,test,,
TRAMEA010145,TRACON018670,maintenance,,
TRAMEA010146,TRACON018669,test,,
TRAMEA010146,TRACON018670,maintenance,,
TRAMEA010147,TRACON018669,test,,
TRAMEA010147,TRACON018670,maintenance,,
TRAMEA010148,TRACON018669,test,,
TRAMEA010148,TRACON018670,maintenance,,
TRAMEA010149,TRACON018669,test,,
TRAMEA010149,TRACON018670,maintenance,,
TRAMEA010150,TRACON018669,test,,
TRAMEA010150,TRACON018670,maintenance,,
TRAMEA010151,TRACON018669,test,,
TRAMEA010151,TRACON018670,maintenance,,
TRAMEA010152,TRACON018669,test,,
TRAMEA010152,TRACON018670,maintenance,,
TRAMEA010153,TRACON018669,test,,
TRAMEA010153,TRACON018670,maintenance,,
TRAMEA010154,TRACON018669,test,,
TRAMEA010154,TRACON018670,maintenance,,
TRAMEA010155,TRACON018669,test,,
TRAMEA010155,TRACON018670,maintenance,,
TRAMEA010156,TRACON018669,test,,
TRAMEA010156,TRACON018670,maintenance,,
TRAMEA010157,TRACON018669,test,,
TRAMEA010157,TRACON018670,maintenance,,
TRAMEA010158,TRACON018669,test,,
TRAMEA010158,TRACON018670,maintenance,,
TRAMEA010159,TRACON018669,test,,
TRAMEA010159,TRACON018670,maintenance,,
TRAMEA010160,TRACON018669,test,,
TRAMEA010160,TRACON018670,maintenance,,
TRAMEA010161,TRACON018669,test,,
TRAMEA010161,TRACON018670,maintenance,,
TRAMEA010162,TRACON018669,test,,
TRAMEA010162,TRACON018670,maintenance,,
TRAMEA010163,TRACON018669,test,,
TRAMEA010163,TRACON018670,maintenance,,
TRAMEA010164,TRACON018669,test,,
TRAMEA010164,TRACON018670,maintenance,,
TRAMEA010165,TRACON018669,test,,
TRAMEA010165,TRACON018670,maintenance,,
TRAMEA010166,TRACON018669,test,,
TRAMEA010166,TRACON018670,maintenance,,
TRAMEA010167,TRACON018669,test,,
TRAMEA010167,TRACON018670,maintenance,,
TRAMEA010168,TRACON018669,test,,
TRAMEA010168,TRACON018670,maintenance,,
TRAMEA010169,TRACON018669,test,,
TRAMEA010169,TRACON018670,maintenance,,
TRAMEA010170,TRACON018669,test,,
TRAMEA010170,TRACON018670,maintenance,,
TRAMEA010171,TRACON018669,test,,
TRAMEA010171,TRACON018670,maintenance,,
TRAMEA010172,TRACON018669,test,,
TRAMEA010172,TRACON018670,maintenance,,
TRAMEA010173,TRACON018669,test,,
TRAMEA010173,TRACON018670,maintenance,,
TRAMEA010174,TRACON018669,test,,
TRAMEA010174,TRACON018670,maintenance,,
TRAMEA010175,TRACON018669,test,,
TRAMEA010175,TRACON018670,maintenance,,
TRAMEA010176,TRACON018669,test,,
TRAMEA010176,TRACON018670,maintenance,,
TRAMEA010177,TRACON018669,test,,
TRAMEA010177,TRACON018670,maintenance,,
TRAMEA010178,TRACON018669,test,,
TRAMEA010178,TRACON018670,maintenance,,
TRAMEA010179,TRACON018669,test,,
TRAMEA010179,TRACON018670,maintenance,,
TRAMEA010180,TRACON018669,test,,
TRAMEA010180,TRACON018670,maintenance,,
TRAMEA010181,TRACON018669,test,,
